id,text,text_hashtag,comment_1,comment_2,comment_3,comment_4,comment_5
117,"❃ℋ𝒶𝓋𝑒 𝓉𝒽𝑒 𝒲𝒾𝓁𝓁 𝓉𝑜 𝓂𝒶𝓀𝑒 𝒾𝓉 𝒽𝒶𝓅𝓅𝑒𝓃❃
.
.
.
.
.
", strength  abs  weightlossjourney  wellness  active  goals  running  determination  love  fitlife  gymmotivation  inspiration  gains  eatclean  train  healthyfood  healthyliving  fun  sports  run  photooftheday  fitnessgirl  body  life  transformation  like  cleaneating,N/A,N/A,N/A,N/A,N/A
118,"Bom dia com look charmosissímo
Cropped  magaflare
🖤59.99🖤
Saia zíper midi vinho que desenha o corpo 😍
🖤59.99🖤
🖤
🖤
🖤
🖤
🖤
Peça já 👇👇 ————————————————-
Whtas 016991456703
🖤
🖤
🖤
🖤
🖤
"," animalprint  cropped  croppedcobra  estampacobra  croppedmangaflare  mangaflare  saiamidi  saia  saiamidivinho  saiavermelha  provar  vida 
 blessed  stylefashion  style  loja  body  voudepitaya  pitayagirl  pitayaglam  pitaya  pitayalovers❤  bomdia",N/A,N/A,N/A,N/A,N/A
119,"If you want to be successful, get ready to put in some... "," muscle  abs  instafit  gymlife
 fitnessmodel  fitnessmotivation  fitnessaddict
 cardio
 exercise
 fitgirl
 weightloss
 strong
 shredded
 girlswholift
 fitlife   gains
 nutrition
 body  getfit
 physique
 fitspiration
 dedication
 cleaneating
 nopainnogain
 yoga
 muscles
 bodybuilder
 strength",N/A,N/A,N/A,N/A,N/A
120,Pause repas 🥗au bord de l'eau🌊. Une petite crique au calme⛱. On savoure se moment! 😁, cross crossfit girlpower crosstraining training WOD challenge fitness fitnessgirl sport musculationfemme musculation transformation diete fitnessaddict fitnessmotivation eatclean determination fitfam bodytransformation nutrition workout workoutmotivation sportlife bodyfitness nopainnogain salades nonauxkilos2019 body ete,This looks awesome🎉... Please check out my gallery for some interesting thoughts and quotes... 💙😊😃,N/A,N/A,N/A,N/A
121,"usando o cód 🦋 K290 🦋 você ganha 10% de desconto! Vestido botões por R$224,1 Aproveita o parcelamento em até 6x no site! E ainda ganhe o frete grátis!
🌺www.farmrio.com.br🌺  @adorofarm 🌺🍍 ", farmrio  farm  adorofarm  tonoadorofarm  moda  tendencias  brasil  tropical  euquerofarm  mundofarm  farmetes  bicho  verao20  likeforlike  vsco  instagood  farmetes  body  camisa  estampa  flores  vestidos  refloresta  lançamento,N/A,N/A,N/A,N/A,N/A
122,"Olha que charme esse body .
Otimo ideia para as mamães que gosta de fazer  mesversário .
.
.
Mais informações 📲999832416
", mesversario  body  novidadesempre,N/A,N/A,N/A,N/A,N/A
123,"@_bodybuildingarena ➖➖➖➖➖➖➖➖➖➖
", fitness gym bbg body bodybuilding muscle gains bestmod gymlife fitfam fitnessmotivation workout suppliment nuttration shredded fit bodybuilder eatclin goals change transformation motivation health life bicepworkout,Sick pump,😄😄👌,N/A,N/A,N/A
124,, running  run  exercise  work  workout  gym  gymlife  sun  summer  body  me  selfie  vsco  vscocam  likeforlikes  likeforfollow  followforfollowback  followforfollow  Wednesday  weightloss  bodytransformation  nofilter  instagood  instagram  picoftheday  daily,N/A,N/A,N/A,N/A,N/A
125,"Usando o cód 🦋 K290 🦋 você ganha 10% de desconto! Saia moletom maxi costela por R$215,1 Aproveita o parcelamento em até 6x no site! E ainda ganhe o frete grátis!
🌺www.farmrio.com.br🌺  @adorofarm 🌺🍍 ", farmrio  farm  adorofarm  tonoadorofarm  moda  tendencias  brasil  tropical  euquerofarm  mundofarm  farmetes  bicho  verao20  likeforlike  vsco  instagood  farmetes  body  camisa  estampa  flores  vestidos  refloresta  lançamento,N/A,N/A,N/A,N/A,N/A
126,," purpuralight 💜
.
.
.
 emprendedora  sueños  estilo  moda  fashion  amolamoda  nice  empoderada  sefemenina  love  shop  glamour  mystyle  tiendavirtual  camisetas  body  blusones  conjuntos  tiendavirtual  medellin  purpuralight",N/A,N/A,N/A,N/A,N/A
127," Repost @campeloselma (@get_repost)
・・・
Bora pra mais um Treinamento!!👊👏👌
"," renko 
 bralimpia
 diet  getfit  running  yoga  abs  strength  gains  fitlife  nutrition  goals  nopainnogain  run  like  fitnessgirl  fitnesslife  follow  boxing  body  weightlifting  inspiration  bodybuilder  life  gymtime  photooftheday  trainhard  fitgirl",N/A,N/A,N/A,N/A,N/A
128,"Please follow and like 🔥✔️✔️💯
Swipe left ⏭️⏭️for more
For more content follow us 👉@workout_collage
CREDIT: DM  for credit ➖➖➖➖➖➖➖➖➖➖
", fitness gym bbg body bodybuilding muscle gains bestmod gymlife fitfam fitnessmotivation workout suppliment nuttration shredded fit bodybuilder eatclin goals change transformation motivation health life look lean strangth protiens💪💪,N/A,N/A,N/A,N/A,N/A
129,"El Tema A Tratar el Día de hoy algo complejo. .
.
Todo lo que necesitas saber al respecto estará siendo publicado en nuestras historias. .
.
", lesion  lesionesdeportivas  rodilla  lesionderodilla  deporte  training  motivation  fit  fitness  healthy  body  bodyconstruction  workout  fitnessmotivation  streetworkoutcolombia  strong,N/A,N/A,N/A,N/A,N/A
130,  MODA Y ESTILO VIVA EL VERANO 🌈, DIOS jesucristo  señorsanjose  guadalupana  pop80s  anos90s  músicapopenespañol  europa  españa  brasil  nuevayork  guadalajara  jalisco  mexico  venezuela  monaco  dubay  fitness  valores  salud  televisa  body  siluet  moda  herbalife  vida  tvazteca  salvemoselplaneta ,N/A,N/A,N/A,N/A,N/A
131,"via @kyliejenner
.
.
.
", kyliejenner  kylieskin  jenners  kardashians  beach  beachbody  followforfollow  followback  f4f  lb  like4like  likeforlike  instadaily  photography  vintage  aesthetic  girl  ocean  sea  body  art,N/A,N/A,N/A,N/A,N/A
132,".
🏋‍♂ BODY PUMP 🏋‍♂
✅ Lunes y Viernes 14:30 hs
✅ Martes y Jueves 20hs
", gym  body  bodypump  fierros  entrenamiento  motivation,N/A,N/A,N/A,N/A,N/A
133,"Bommm diaaa lindezasss!!!👸🥰
Body maravilhoso para arrasar em qualquer look!!
$ 29,90 Preto, Branco e café com leite.
TAM P/M/G
Seja uma revendedora Graziela Grisosti Style aí na sua cidade.
", body estilo estilosa charmosachic modafeminina moda garotasdescolada garotasantenadas sucesso style.,Hey! You have a really cool feed! Love the pictures you are posting. We would love to have you represent our brand. Send us a message for details.,N/A,N/A,N/A,N/A
134,Thank you God 😍🙏🏻 New IG Story post of @itusharkhanna 💙 𝕿𝖚𝖘𝖍𝖆𝖗 𝕶𝖍𝖆𝖓𝖓𝖆 ••••• ⭐️⭐️ 🖤 😍, streetstyle  style  stylish  styles  fashionable  fashion  fashionstyle  fashionaddict  model  actor  celebrity  famous  mensfashion  menswear  menstyle  gym  gymlife  body  bodybuilding  bodybuilder  fitness  fit  fitspo  fitnessaddict  training  train  trainhard  photooftheday  tusharkhanna,"Dm me i have a deal for you, iam blocked for send messages",N/A,N/A,N/A,N/A
135,"Vuoi riposare un po' ma il lavoro ti perseguita? Alla fine decidi di non andare in ferie e scegli di lavorare mezza giornata per poi dedicare tutto il resto del tempo a te stessa.
", rinascere  femminilità  felicementesingle  felicità  tornareavivere  beauty  body  bodytransformation  donna  darkeyes  donnaitaliana  donneinforma  iovadoalmare  woman  wonderwoman  wellness  womanbeauty  happiness  volersibene  viverefelici  vogliadivivere  curlyhair  chilipersi  resilienza  renaissance,N/A,N/A,N/A,N/A,N/A
136,"Su ordinazione borsa a tracolla Chanel 
Colori disponibili:Rosso Blu Rosa Nero Marrone Verde Azzurro
Dimensioni: 26x17x12
Per info in direct ✔️✌️😉💯
.
.
.
.
.
.
.
", spartoo  style  love  instamode  chanel  summervibes  polishgirl  clothing  funny  amazing  all_shots  like4likes  like4likeback  likeforlikeback  like4like  like4likesback  likeforfollow  beauty  instabeauty  instagood  colorful  followme  recent4recent  recentforrecent  body  dresses  likeforliketeam  outfits  outfitinspiration,N/A,N/A,N/A,N/A,N/A
